year,month,date,site,diver,transect,t.area,Profundidad,Categoría.profundidad,Código.sp.,Especie,Total,a,b,GF..Quimbayo.Roff.,IUCN,biomass,biomass_g.m2,biomass_kg.ha,biomass_tn.ha,density,size,abd
2017,August,8/2/2017,Pelonas,Juan Carlos Azofeifa,3,50,5.5,,sru,Scarus rubroviolaceus,1,0.0136,3.109,Macroalgae feeders,LC,34.98099342,0.699619868,6.996198684,0.006996199,0.02,12.5,1
2017,August,8/2/2017,Pelonas,Juan Carlos Azofeifa,3,50,5.5,,sps,Serranus psittacinus,7,0.0193,2.8511,Piscivores,LC,81.91801606,1.638360321,16.38360321,0.016383603,0.14,12.5,2
2017,August,8/2/2017,Pelonas,Juan Carlos Azofeifa,3,50,5.5,,sve,Sufflamen verres,3,0.0249,3.013,Invertebrivores,LC,239.0197037,4.780394074,47.80394074,0.047803941,0.06,12.5,2
2017,August,8/2/2017,Pelonas,Juan Carlos Azofeifa,3,50,5.5,,tlu,Thalassoma lucasanum,12,0.01261,2.8783,Invertebrivores,LC,77.85249083,1.557049817,15.57049817,0.015570498,0.24,12.5,2
2017,August,8/2/2017,Pelonas,Juan Carlos Azofeifa,3,50,5.5,,mdo,Microspathodon dorsalis,1,0.0239,3.082,Macroalgae feeders,LC,57.42150368,1.148430074,11.48430074,0.011484301,0.02,12.5,1
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,jni,Johnrandallia nigrirostris,30,0.0256,3.0006,Invertebrivores,LC,1502.274879,30.04549758,300.4549758,0.300454976,0.6,12.5,30
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,bdi,Bodianus diplotaenia,4,0.0201,2.9992,Invertebrivores,LC,704.8667335,14.09733467,140.9733467,0.140973347,0.08,12.5,2
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,atr,Abudefduf troschelii,980,0.016,3.0516,Planktivores,LC,34888.04662,697.7609325,6977.609325,6.977609325,19.6,12.5,980
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,pco,Paranthias colonus,27,0.01485,2.86333,Planktivores,LC,1478.00908,29.5601816,295.601816,0.295601816,0.54,12.5,5
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,hpa,Holacanthus passer,11,0.02713,3.08423,Invertebrivores,LC,2179.764284,43.59528568,435.9528568,0.435952857,0.22,12.5,5
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,sgh,Scarus ghobban,1,0.0233,2.919,Macroalgae feeders,LC,37.08824208,0.741764842,7.417648416,0.007417648,0.02,12.5,1
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,sve,Sufflamen verres,4,0.0249,3.013,Invertebrivores,LC,249.8031836,4.996063672,49.96063672,0.049960637,0.08,12.5,2
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,hma,Haemulon maculicauda,1820,0.0089,3.16,Piscivores,LC,48378.41089,967.5682178,9675.682178,9.675682178,36.4,12.5,1800
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,sac,Stegastes acapulcoensis,20,0.0349,2.9109,Detritivores,LC,1088.556009,21.77112018,217.7112018,0.217711202,0.4,12.5,20
2017,August,8/2/2017,Cabeza de Mono,Juan Carlos Azofeifa,1,50,9.3,,mdo,Microspathodon dorsalis,1,0.0239,3.082,Macroalgae feeders,LC,57.42150368,1.148430074,11.48430074,0.011484301,0.02,12.5,1
2017,August,8/2/2017,Esmeralda,Juan Carlos Azofeifa,2,50,2,,tlu,Thalassoma lucasanum,32,0.01261,2.8783,Invertebrivores,LC,412.1830086,8.243660171,82.43660171,0.082436602,0.64,12.5,20
2017,August,8/2/2017,Esmeralda,Juan Carlos Azofeifa,2,50,2,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,25.8795933,0.517591866,5.17591866,0.005175919,0.02,12.5,1
2017,August,8/2/2017,Esmeralda,Juan Carlos Azofeifa,3,50,2,,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,31.91135919,0.638227184,6.382271838,0.006382272,0.04,12.5,1
2017,August,8/2/2017,Playa Blanca,Juan Carlos Azofeifa,1,50,2.7,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,61.03963003,1.220792601,12.20792601,0.012207926,0.04,12.5,1
2017,August,8/2/2017,Playa Blanca,Juan Carlos Azofeifa,2,50,2.7,,tlu,Thalassoma lucasanum,18,0.01261,2.8783,Invertebrivores,LC,96.84505827,1.936901165,19.36901165,0.019369012,0.36,12.5,3
2017,August,8/2/2017,Playa Blanca,Juan Carlos Azofeifa,3,50,2.7,,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,42.7734375,0.85546875,8.5546875,0.008554688,0.02,12.5,1
2017,August,8/2/2017,Playa Blanca,Juan Carlos Azofeifa,3,50,2.7,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,50.25615011,1.005123002,10.05123002,0.01005123,0.02,12.5,1
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,1,50,13.5,,dho,Diodon holocanthus,3,0.0219,3,Invertebrivores,NE,128.3203125,2.56640625,25.6640625,0.025664063,0.06,12.5,3
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,1,50,13.5,,hdi,Halichoeres dispilus,9,0.0126,3.0673,Invertebrivores,LC,77.86985622,1.557397124,15.57397124,0.015573971,0.18,12.5,1
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,1,50,13.5,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,188.7635536,3.775271071,37.75271071,0.037752711,0.04,12.5,1
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,1,50,13.5,,pco,Paranthias colonus,1,0.01485,2.86333,Planktivores,LC,20.53722689,0.410744538,4.107445379,0.004107445,0.02,12.5,1
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,atr,Abudefduf troschelii,10,0.016,3.0516,Planktivores,LC,356.0004757,7.120009515,71.20009515,0.071200095,0.2,12.5,10
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,sve,Sufflamen verres,6,0.0249,3.013,Invertebrivores,LC,262.0642305,5.24128461,52.4128461,0.052412846,0.12,12.5,5
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,ela,Epinephelus labriformis,1,0.0343,2.9,Piscivores,LC,52.0395051,1.040790102,10.40790102,0.010407901,0.02,12.5,1
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,dho,Diodon holocanthus,2,0.0219,3,Invertebrivores,NE,85.546875,1.7109375,17.109375,0.017109375,0.04,12.5,2
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,hma,Haemulon maculicauda,1,0.0089,3.16,Piscivores,LC,26.03908071,0.520781614,5.207816142,0.005207816,0.02,12.5,1
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,pco,Paranthias colonus,5,0.01485,2.86333,Planktivores,LC,102.6861345,2.053722689,20.53722689,0.020537227,0.1,12.5,5
2017,August,8/3/2017,Bajo Argentina,Juan Carlos Azofeifa,2,50,13.5,,hpa,Holacanthus passer,1,0.02713,3.08423,Invertebrivores,LC,65.54997995,1.310999599,13.10999599,0.013109996,0.02,12.5,1
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,1,50,1.5,,tlu,Thalassoma lucasanum,100,0.01261,2.8783,Invertebrivores,LC,1113.717044,22.27434088,222.7434088,0.222743409,2,12.5,50
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,1,50,1.5,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,50.25615011,1.005123002,10.05123002,0.01005123,0.02,12.5,1
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,3,50,1.5,,sgh,Scarus ghobban,20,0.0233,2.919,Macroalgae feeders,LC,281.9447468,5.638894936,56.38894936,0.056388949,0.4,12.5,4
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,4,50,4.5,,tlu,Thalassoma lucasanum,41,0.01261,2.8783,Invertebrivores,LC,324.1142962,6.482285924,64.82285924,0.064822859,0.82,12.5,11
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,4,50,4.5,,jni,Johnrandallia nigrirostris,30,0.0256,3.0006,Invertebrivores,LC,1502.274879,30.04549758,300.4549758,0.300454976,0.6,12.5,30
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,4,50,4.5,,sve,Sufflamen verres,5,0.0249,3.013,Invertebrivores,LC,251.2807506,5.025615011,50.25615011,0.05025615,0.1,12.5,5
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,5,50,4.5,,tlu,Thalassoma lucasanum,75,0.01261,2.8783,Invertebrivores,LC,381.965153,7.639303061,76.39303061,0.076393031,1.5,12.5,5
2017,August,8/3/2017,Matapalo,Juan Carlos Azofeifa,6,50,4.5,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,50.25615011,1.005123002,10.05123002,0.01005123,0.02,12.5,1
2016,April,4/26/2016,Güiri-Güiri,Sebastián Mena-González,4,50,3-Apr,Somero,sve,Sufflamen verres,6,0.0249,3.013,Invertebrivores,LC,240.2008776,4.804017552,48.04017552,0.048040176,0.12,12.5,2
2016,April,4/26/2016,Güiri-Güiri,Sebastián Mena-González,4,50,3-Apr,Somero,atr,Abudefduf troschelii,2,0.016,3.0516,Planktivores,LC,71.20009515,1.424001903,14.24001903,0.014240019,0.04,12.5,2
2016,April,4/26/2016,Güiri-Güiri,Sebastián Mena-González,6,50,3-Apr,Somero,tlu,Thalassoma lucasanum,30,0.01261,2.8783,Invertebrivores,LC,120.8921765,2.417843529,24.17843529,0.024178435,0.6,12.5,2
2016,April,4/26/2016,Güiri-Güiri,Sebastián Mena-González,6,50,3-Apr,Somero,ssu,Sargocentron suborbitalis,6,0.0232,2.9554,Invertebrivores,LC,242.9109473,4.858218947,48.58218947,0.048582189,0.12,12.5,6
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,sgh,Scarus ghobban,5,0.0233,2.919,Macroalgae feeders,LC,185.4412104,3.708824208,37.08824208,0.037088242,0.1,12.5,5
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,jni,Johnrandallia nigrirostris,2,0.0256,3.0006,Invertebrivores,LC,100.1516586,2.003033172,20.03033172,0.020030332,0.04,12.5,2
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,tlu,Thalassoma lucasanum,50,0.01261,2.8783,Invertebrivores,LC,487.116579,9.742331579,97.42331579,0.097423316,1,12.5,20
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,bdi,Bodianus diplotaenia,1,0.0201,2.9992,Invertebrivores,LC,39.17856892,0.783571378,7.835713784,0.007835714,0.02,12.5,1
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,axa,Acanthurus xanthopterus,1,0.02673,2.98449,Detritivores,LC,50.20141095,1.004028219,10.04028219,0.010040282,0.02,12.5,1
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,ssu,Sargocentron suborbitalis,4,0.0232,2.9554,Invertebrivores,LC,161.9406316,3.238812631,32.38812631,0.032388126,0.08,12.5,4
2016,February,2/8/2016,Güiri-Güiri,A. Beita,4,50,5,Somero,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,25.8795933,0.517591866,5.17591866,0.005175919,0.02,12.5,1
2016,February,2/8/2016,Güiri-Güiri,A. Beita,5,50,5,Somero,paz,Plagiotremus azaleus,1,0.0046,3.1388,Piscivores,LC,12.75671875,0.255134375,2.551343749,0.002551344,0.02,12.5,1
2016,February,2/8/2016,Güiri-Güiri,A. Beita,5,50,5,Somero,sve,Sufflamen verres,5,0.0249,3.013,Invertebrivores,LC,172.3354102,3.446708203,34.46708203,0.034467082,0.1,12.5,3
2016,February,2/8/2016,Güiri-Güiri,A. Beita,5,50,5,Somero,tlu,Thalassoma lucasanum,30,0.01261,2.8783,Invertebrivores,LC,264.3731701,5.287463403,52.87463403,0.052874634,0.6,12.5,10
2016,February,2/8/2016,Güiri-Güiri,A. Beita,5,50,5,Somero,ssu,Sargocentron suborbitalis,2,0.0232,2.9554,Invertebrivores,LC,80.97031578,1.619406316,16.19406316,0.016194063,0.04,12.5,2
2016,February,2/8/2016,Güiri-Güiri,A. Beita,6,50,5,Somero,sve,Sufflamen verres,4,0.0249,3.013,Invertebrivores,LC,377.5271071,7.550542143,75.50542143,0.075505421,0.08,12.5,2
2016,February,2/8/2016,Güiri-Güiri,A. Beita,6,50,5,Somero,jni,Johnrandallia nigrirostris,2,0.0256,3.0006,Invertebrivores,LC,100.1516586,2.003033172,20.03033172,0.020030332,0.04,12.5,2
2016,February,2/8/2016,Palmitas,A. Beita,4,50,6,Somero,tlu,Thalassoma lucasanum,552,0.01261,2.8783,Invertebrivores,LC,1727.849264,34.55698527,345.5698527,0.345569853,11.04,12.5,2
2016,February,2/8/2016,Palmitas,A. Beita,4,50,6,Somero,sps,Serranus psittacinus,5,0.0193,2.8511,Piscivores,LC,44.23799292,0.884759858,8.847598585,0.008847599,0.1,12.5,1
2016,February,2/8/2016,Palmitas,A. Beita,4,50,6,Somero,sgh,Scarus ghobban,4,0.0233,2.919,Macroalgae feeders,LC,272.2443312,5.444886623,54.44886623,0.054448866,0.08,12.5,2
2016,February,2/8/2016,Palmitas,A. Beita,4,50,6,Somero,bpo,Balistes polylepis,2,0.0268,2.8983,Invertebrivores,LC,80.97278567,1.619455713,16.19455713,0.016194557,0.04,12.5,2
2016,February,2/8/2016,Palmitas,A. Beita,5,50,6,Somero,axa,Acanthurus xanthopterus,9,0.02673,2.98449,Detritivores,LC,625.4811896,12.50962379,125.0962379,0.125096238,0.18,12.5,7
2016,February,2/8/2016,Palmitas,A. Beita,5,50,6,Somero,tlu,Thalassoma lucasanum,32,0.01261,2.8783,Invertebrivores,LC,161.1120135,3.22224027,32.2224027,0.032222403,0.64,12.5,2
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,atr,Abudefduf troschelii,10,0.016,3.0516,Planktivores,LC,271.6690456,5.433380912,54.33380912,0.054333809,0.2,12.5,7
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,pco,Paranthias colonus,1,0.01485,2.86333,Planktivores,LC,20.53722689,0.410744538,4.107445379,0.004107445,0.02,12.5,1
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,hma,Haemulon maculicauda,15,0.0089,3.16,Piscivores,LC,390.5862107,7.811724213,78.11724213,0.078117242,0.3,12.5,15
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,sac,Stegastes acapulcoensis,10,0.0349,2.9109,Detritivores,LC,544.2780045,10.88556009,108.8556009,0.108855601,0.2,12.5,10
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,jni,Johnrandallia nigrirostris,5,0.0256,3.0006,Invertebrivores,LC,250.3791465,5.00758293,50.0758293,0.050075829,0.1,12.5,5
2016,February,2/8/2016,Palmitas,A. Beita,6,50,6,Somero,ani,Acanthurus nigricans,1,0.067,2.669,Macroalgae feeders,LC,56.71887751,1.13437755,11.3437755,0.011343776,0.02,12.5,1
2016,August,8/3/2016,Esmeralda,A. Beita,4,50,2,Somero,tlu,Thalassoma lucasanum,54,0.01261,2.8783,Invertebrivores,LC,483.2079465,9.66415893,96.6415893,0.096641589,1.08,12.5,20
2016,August,8/3/2016,Esmeralda,A. Beita,4,50,2,Somero,sgh,Scarus ghobban,90,0.0233,2.919,Macroalgae feeders,LC,2016.251063,40.32502126,403.2502126,0.403250213,1.8,12.5,25
2016,August,8/3/2016,Esmeralda,A. Beita,4,50,2,Somero,sps,Serranus psittacinus,18,0.0193,2.8511,Piscivores,LC,401.9395906,8.038791812,80.38791812,0.080387918,0.36,12.5,5
2016,August,8/3/2016,Esmeralda,A. Beita,5,50,3,Somero,sac,Stegastes acapulcoensis,4,0.0349,2.9109,Detritivores,LC,109.8607234,2.197214468,21.97214468,0.021972145,0.08,12.5,2
2016,August,8/3/2016,Esmeralda,A. Beita,5,50,3,Somero,tlu,Thalassoma lucasanum,56,0.01261,2.8783,Invertebrivores,LC,531.0878252,10.6217565,106.217565,0.106217565,1.12,12.5,20
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,tlu,Thalassoma lucasanum,94,0.01261,2.8783,Invertebrivores,LC,709.4761661,14.18952332,141.8952332,0.141895233,1.88,12.5,30
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,sgh,Scarus ghobban,50,0.0233,2.919,Macroalgae feeders,LC,648.2690007,12.96538001,129.6538001,0.1296538,1,12.5,15
2016,August,8/3/2016,Esmeralda,A. Beita,6,50,3,Somero,sac,Stegastes acapulcoensis,6,0.0349,2.9109,Detritivores,LC,122.6671412,2.453342823,24.53342823,0.024533428,0.12,12.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,tlu,Thalassoma lucasanum,30,0.01261,2.8783,Invertebrivores,LC,264.3731701,5.287463403,52.87463403,0.052874634,0.6,12.5,10
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,sps,Serranus psittacinus,7,0.0193,2.8511,Piscivores,LC,81.91801606,1.638360321,16.38360321,0.016383603,0.14,12.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,sve,Sufflamen verres,8,0.0249,3.013,Invertebrivores,LC,165.2131797,3.304263594,33.04263594,0.033042636,0.16,12.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,4,50,3,Somero,hpa,Holacanthus passer,1,0.02713,3.08423,Invertebrivores,LC,65.54997995,1.310999599,13.10999599,0.013109996,0.02,12.5,1
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,tlu,Thalassoma lucasanum,82,0.01261,2.8783,Invertebrivores,LC,369.2608201,7.385216402,73.85216402,0.073852164,1.64,12.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,100.5123002,2.010246005,20.10246005,0.02010246,0.04,12.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,5,50,3,Somero,sps,Serranus psittacinus,4,0.0193,2.8511,Piscivores,LC,63.82271838,1.276454368,12.76454368,0.012764544,0.08,12.5,2
2016,August,8/3/2016,Playa Blanca,A. Beita,6,50,3,Somero,sps,Serranus psittacinus,11,0.0193,2.8511,Piscivores,LC,106.0450796,2.120901592,21.20901592,0.021209016,0.22,12.5,2
2016,February,2/8/2016,Viradores ,A. Beita,,100,18,,lar,Lutjanus argentiventris,1,0.0173,3,Piscivores,LC,33.7890625,0.337890625,3.37890625,0.003378906,0.01,12.5,1
2016,February,2/8/2016,Viradores ,A. Beita,,100,18,,atr,Abudefduf troschelii,20,0.016,3.0516,Planktivores,LC,712.0009515,7.120009515,71.20009515,0.071200095,0.2,12.5,20
2016,February,2/8/2016,Viradores ,A. Beita,,100,18,,pco,Paranthias colonus,20,0.01485,2.86333,Planktivores,LC,410.7445379,4.107445379,41.07445379,0.041074454,0.2,12.5,20
2016,February,2/8/2016,Viradores ,A. Beita,,100,18,,axa,Acanthurus xanthopterus,2,0.02673,2.98449,Detritivores,LC,100.4028219,1.004028219,10.04028219,0.010040282,0.02,12.5,2
2016,February,2/8/2016,Viradores ,A. Beita,,100,18,,chu,Chaetodon humeralis,2,0.0296,2.9895,Omnivores,LC,112.5989111,1.125989111,11.25989111,0.011259891,0.02,12.5,2
2016,February,2/8/2016,Viradores ,A. Beita,,100,10,,atr,Abudefduf troschelii,50,0.016,3.0516,Planktivores,LC,1780.002379,17.80002379,178.0002379,0.178000238,0.5,12.5,50
2016,February,2/8/2016,Viradores ,A. Beita,,100,10,,ssu,Sargocentron suborbitalis,2,0.0232,2.9554,Invertebrivores,LC,80.97031578,0.809703158,8.097031578,0.008097032,0.02,12.5,2
2016,February,2/8/2016,Viradores ,A. Beita,,100,10,,sgh,Scarus ghobban,40,0.0233,2.919,Macroalgae feeders,LC,2102.986497,21.02986497,210.2986497,0.21029865,0.4,12.5,30
2016,February,2/8/2016,Viradores ,A. Beita,,100,10,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,100.5123002,1.005123002,10.05123002,0.01005123,0.02,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,hni,Halichoeres nicholsi,5,0.0126,3.0673,Invertebrivores,LC,361.1723909,3.611723909,36.11723909,0.036117239,0.05,12.5,4
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,sfl,Stegastes flavilatus,25,0.0349,2.9109,Detritivores,LC,728.8358525,7.288358525,72.88358525,0.072883585,0.25,12.5,10
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,hno,Halichoeres notospilus,5,0.0126,3.0673,Invertebrivores,LC,145.8453652,1.458453652,14.58453652,0.014584537,0.05,12.5,5
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,chu,Chaetodon humeralis,2,0.0296,2.9895,Omnivores,LC,112.5989111,1.125989111,11.25989111,0.011259891,0.02,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,hfl,Haemulon flaviguttatum,2,0.103,2.6,Piscivores,LC,146.4985257,1.464985257,14.64985257,0.014649853,0.02,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,bdi,Bodianus diplotaenia,3,0.0201,2.9992,Invertebrivores,LC,391.6119357,3.916119357,39.16119357,0.039161194,0.03,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,atr,Abudefduf troschelii,5,0.016,3.0516,Planktivores,LC,178.0002379,1.780002379,17.80002379,0.017800024,0.05,12.5,5
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,10,,hma,Haemulon maculicauda,20,0.0089,3.16,Piscivores,LC,520.7816142,5.207816142,52.07816142,0.052078161,0.2,12.5,20
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,hma,Haemulon maculicauda,25,0.0089,3.16,Piscivores,LC,650.9770178,6.509770178,65.09770178,0.065097702,0.25,12.5,25
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,hpa,Holacanthus passer,4,0.02713,3.08423,Invertebrivores,LC,1242.955341,12.42955341,124.2955341,0.124295534,0.04,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,mdo,Microspathodon dorsalis,11,0.0239,3.082,Macroalgae feeders,LC,3542.29836,35.4229836,354.229836,0.354229836,0.11,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,atr,Abudefduf troschelii,20,0.016,3.0516,Planktivores,LC,712.0009515,7.120009515,71.20009515,0.071200095,0.2,12.5,20
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,cri,Cirrhitus rivulatus,1,0.0276,3,Invertebrivores,LC,53.90625,0.5390625,5.390625,0.005390625,0.01,12.5,1
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,hni,Halichoeres nicholsi,4,0.0126,3.0673,Invertebrivores,LC,222.0843149,2.220843149,22.20843149,0.022208431,0.04,12.5,2
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,sac,Stegastes acapulcoensis,250,0.0349,2.9109,Detritivores,LC,5182.161329,51.82161329,518.2161329,0.518216133,2.5,12.5,50
2016,February,2/8/2016,Cabeza de mono,A. Beita,,100,5,,hno,Halichoeres notospilus,2,0.0126,3.0673,Invertebrivores,LC,58.33814609,0.583381461,5.833814609,0.005833815,0.02,12.5,2
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,hma,Haemulon maculicauda,5,0.0089,3.16,Piscivores,LC,130.1954036,13.01954036,130.1954036,0.130195404,0.5,12.5,5
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,atr,Abudefduf troschelii,45,0.016,3.0516,Planktivores,LC,1602.002141,160.2002141,1602.002141,1.602002141,4.5,12.5,45
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,sac,Stegastes acapulcoensis,4,0.0349,2.9109,Detritivores,LC,217.7112018,21.77112018,217.7112018,0.217711202,0.4,12.5,4
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,ela,Epinephelus labriformis,1,0.0343,2.9,Piscivores,LC,52.0395051,5.20395051,52.0395051,0.052039505,0.1,12.5,1
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,ame,Arothron meleagris,3,0.0307,2.8499,Invertebrivores,NE,123.1242155,12.31242155,123.1242155,0.123124215,0.3,12.5,3
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,sgh,Scarus ghobban,4,0.0233,2.919,Macroalgae feeders,LC,148.3529683,14.83529683,148.3529683,0.148352968,0.4,12.5,4
2017,August,8/1/2017,Viradores ,Tatiana Araya Arce,,10,12,,bdi,Bodianus diplotaenia,1,0.0201,2.9992,Invertebrivores,LC,39.17856892,3.917856892,39.17856892,0.039178569,0.1,12.5,1
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,5,50,8,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,50.25615011,1.005123002,10.05123002,0.01005123,0.02,12.5,1
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,6,50,8,,cre,Chilomycterus reticulatus,1,0.285,2.345,Invertebrivores,NE,106.4385233,2.128770465,21.28770465,0.021287705,0.02,12.5,1
2017,August,8/1/2017,Palmitas,Tatiana Araya Arce,6,50,8,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,100.5123002,2.010246005,20.10246005,0.02010246,0.04,12.5,2
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,4,50,7,,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,50.25615011,1.005123002,10.05123002,0.01005123,0.02,12.5,1
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,5,50,7,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,100.5123002,2.010246005,20.10246005,0.02010246,0.04,12.5,2
2017,August,8/1/2017,Güiri-Güiri,Tatiana Araya Arce,5,50,7,,sgh,Scarus ghobban,3,0.0233,2.919,Macroalgae feeders,LC,111.2647262,2.225294525,22.25294525,0.022252945,0.06,12.5,3
2017,August,8/2/2017,Playa Blanca,Tatiana Araya Arce,6,50,6,,ahis,Arothron hispidus,1,0.057,2.801,Invertebrivores,NE,67.34723997,1.346944799,13.46944799,0.013469448,0.02,12.5,1
2017,August,8/2/2017,Pelonas,Tatiana Araya Arce,4,50,4.5,,sve,Sufflamen verres,3,0.0249,3.013,Invertebrivores,LC,150.7684503,3.015369007,30.15369007,0.03015369,0.06,12.5,3
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,dhy,Diodon hystrix,1,0.285,2.345,Invertebrivores,NE,106.4385233,2.128770465,21.28770465,0.021287705,0.02,12.5,1
2017,August,8/2/2017,Cabeza de mono,Tatiana Araya Arce,,50,21.6,,sve,Sufflamen verres,12,0.0249,3.013,Invertebrivores,LC,168.8744292,3.377488583,33.77488583,0.033774886,0.24,12.5,1
